"CD45RA","CD133","CD19","CD22","CD11b","CD4","CD8","CD34","Flt3","CD20","CXCR4","CD235ab","CD45","CD123","CD321","CD14","CD33","CD47","CD11c","CD7","CD15","CD16","CD44","CD38","CD13","CD3","CD61","CD117","CD49d","HLA-DR","CD64","CD41"
1.73325,0.16567,2.35474,1.39423,0.30044,0.06049,0.07355,0.18717,0.19888,0.75612,0.74316,0.71248,5.83253,0.1265,1.7064,0.04172,0.10864,2.50087,0.16573,0.01701,0.08361,0.08801,4.55922,0.47039,0.11948,0.19685,0.06879,0.01641,0.81299,3.31896,0.10297,0.13189
1.94195,0.20139,2.50435,1.84944,0.38936,0.10832,0.09664,0.23108,0.24325,1.11569,0.73355,0.73654,5.90748,0.14343,1.72475,0.03994,0.11247,2.35471,0.20219,0.01909,0.15379,0.08948,4.79785,0.55632,0.11236,0.17327,0.11406,0.00823,1.08103,3.13402,0.13118,0.15017
1.59228,0.30309,2.46483,1.70092,0.40881,0.12551,0.1379,0.36696,0.34897,1.89873,0.65962,0.79523,5.77556,0.14011,1.70692,0.04544,0.08552,2.26667,0.24023,0.04223,0.31308,0.1359,4.69078,0.63243,0.1385,0.2091,0.20328,0.02077,1.28345,2.56961,0.22215,0.19714
1.21425,0.22695,2.16587,1.46966,0.37335,0.10631,0.13641,0.37974,0.29525,2.43843,0.62676,0.58299,5.60942,0.1265,1.42716,0.04696,0.07369,1.94444,0.27575,0.02774,0.29664,0.09831,4.25189,0.7314,0.19067,0.24248,0.17085,0.01406,1.30105,2.14315,0.20601,0.15455
1.26943,0.22229,2.22226,1.5981,0.31523,0.11505,0.11707,0.43905,0.23364,3.22231,0.61795,0.52522,5.57831,0.0843,1.22325,0.02375,0.07476,1.58976,0.20311,0.03065,0.25948,0.07656,3.74033,0.65955,0.08614,0.21779,0.20574,0.00923,1.07487,1.77232,0.16402,0.17914
1.26704,0.11678,0.09333,0.09343,0.80341,0.1186,0.45547,0.14853,0.19858,0.0765,0.4415,0.76756,5.87887,0.08639,1.80807,0.02979,0.05725,3.34725,0.32737,4.2724,0.17032,1.78599,1.98178,3.32698,0.14396,0.13531,0.10883,0,0.60194,0.08478,0.06859,0.06647
1.07949,0.15012,0.06924,0.08123,0.58156,0.11366,0.46718,0.14801,0.18845,0.06036,0.37787,0.77599,5.80412,0.10028,1.62742,0.06361,0.06014,2.95901,0.26601,3.74103,0.23525,1.85226,2.1602,2.33714,0.15225,0.21238,0.14347,0.00812,0.63022,0.08004,0.10386,0.07536
1.09812,0.09531,0.06887,0.0504,0.53642,0.04635,0.24431,0.07454,0.13677,0.04658,0.27327,0.56811,5.72561,0.07879,1.71288,0.04747,0.04912,2.82847,0.24358,3.49421,0.14066,0.92976,2.09368,1.78083,0.15187,0.15071,0.07349,0.00292,0.61181,0.09676,0.07352,0.05808
1.5741,0.04827,0.03668,0.03406,0.72329,0.01617,0.10598,0.08124,0.16772,0.04615,0.41564,0.71721,5.88854,0.06259,2.22066,0.01011,0.04275,2.60889,0.22722,3.2184,0.08266,0.48395,2.15214,0.85114,0.0729,0.08995,0.0361,0.00162,0.40004,0.06233,0.05659,0.00129
1.65745,0.04602,0.07304,0.04298,0.65954,0.01341,0.17074,0.06687,0.10946,0.02428,0.32612,0.74024,5.86508,0.04432,2.30303,0.02348,0.06948,2.13947,0.12139,2.54613,0.0595,0.42195,2.33933,0.49856,0.01398,0.07275,0.01553,0.00305,0.34095,0.07364,0.02626,0
0.83378,0.04568,0.01621,0.04029,0.37513,0.00382,0.12503,0.03977,0.07515,0.035,0.1779,0.41378,4.95957,0.04862,1.25536,0.02455,0.03726,1.7312,0.16875,2.52553,0.1646,0.35987,1.85223,1.37596,0.08505,0.09956,0.10811,0.02705,0.44552,0.08861,0.07683,0.04011
0.59052,0.06073,0.11418,0.01492,0.16647,0.06421,0.04529,0.12266,0.01935,0,0.30091,0.70215,4.98029,0.47151,1.24446,0,0.04313,2.91841,0.21306,1.80166,0.21587,0.23516,2.02264,2.93011,0.24834,0.12253,0.32832,0.01889,0.72629,0.16494,0.1167,0.1346
0.22911,0.03612,0.05647,0.07753,1.3542,0.09621,0.03497,0.10112,0.12661,0.04742,0.98884,0.41309,4.48764,3.77377,2.60388,0.01704,0.17942,3.19591,0.2656,0.05199,0.15645,0.04218,2.83059,3.14728,0.69702,0.18485,0.33164,0.04231,0.3791,0.07858,0.08143,0.21953
0.28404,0.07715,0.07009,0.04351,0.81458,0.06559,0.05568,0.15474,0.2203,0.04695,0.87622,0.35542,4.20352,4.15394,2.38975,0.01554,0.14355,2.76716,0.33087,0.04373,0.2711,0.10304,3.4685,2.71394,0.46754,0.22649,0.27533,0.01982,0.59196,0.13943,0.0911,0.20032
0.30524,0.0708,0.03423,0.03221,0.59369,0.03657,0.02421,0.14936,0.16818,0.05721,0.88839,0.32116,4.00882,3.91473,2.12997,0.01769,0.2047,2.80142,0.36371,0.04184,0.32916,0.14602,3.34739,2.53657,0.41875,0.16742,0.39664,0.04743,0.69291,0.4269,0.13973,0.26119
0.4279,0.12347,0.06753,0.06897,0.22945,0.2003,0.04657,0.25701,0.24623,0.04146,0.94813,0.37376,3.85219,3.75683,1.30698,0.03758,0.09977,2.56428,0.23248,0.05857,0.31166,0.11731,3.29882,1.98448,0.39471,0.17516,0.30588,0.03173,1.02632,1.0452,0.13339,0.17981
0.43167,0.07223,0.04331,0.05523,0.12714,0.24414,0.04683,0.22127,0.1833,0.03163,0.81584,0.34108,3.94136,3.47621,1.13849,0.0232,0.09333,2.25837,0.24659,0.13263,0.27459,0.11958,2.87831,1.31628,0.38511,0.16938,0.18721,0.02216,1.32952,2.1815,0.12431,0.17853
0.43867,0,0.12797,0,0.12808,0.27355,0,0.49709,0.74003,0,0.17965,0.39575,2.95633,2.57884,1.10897,0,0.13206,2.2292,0.10629,0.58868,0.47686,0.04262,3.04597,0.91641,0.9406,0.1539,0.16278,0.02858,1.17818,1.82287,0.11919,0.00845
0.13639,0.17492,0.03178,0.01273,0.11263,0.0552,0.04748,2.35386,0.15366,0,0.27004,0.22323,3.01916,0.96625,1.88018,0.03111,0.25981,1.92097,0.32397,0.05487,0.32469,0.11105,2.42615,1.07992,0.26675,0.16987,0.07604,0.2785,1.02258,1.54728,0.19014,0.14574
0.20385,0.20791,0.05675,0.08509,0.1201,0.08522,0.05913,2.93799,0.1199,0.06203,0.3889,0.1912,3.65306,0.50564,2.78828,0.02649,0.10527,2.22203,0.26788,0.04445,0.37451,0.10292,2.79175,1.10607,0.36456,0.24885,0.15276,0.60957,0.87856,1.23428,0.12799,0.13895
0.85228,0.08769,0.0694,0.10999,0.13877,0.42219,0.05747,0.2494,0.3344,0.05449,1.40592,0.45311,4.77138,3.86596,1.97392,0.03503,0.09505,3.42975,0.1542,0.07338,0.16158,0.09951,3.91336,0.95616,0.43562,0.16183,0.15815,0.02511,1.19064,3.78407,0.12755,0.19835
0.85554,0.08768,0.06914,0.11016,0.13467,0.42949,0.05808,0.17495,0.34817,0.05571,1.41107,0.45377,4.77356,3.96087,1.90926,0.03528,0.08393,3.4308,0.12765,0.07815,0.15583,0.08801,3.90598,0.94923,0.4303,0.16142,0.15973,0.02128,1.21049,3.77706,0.11931,0.19507
1.06531,0.19109,1.25433,0.63438,0.60881,0.16867,0.08414,0.15768,0.37904,0.3966,1.09054,1.3924,5.27307,0.78397,1.33416,0.1297,0.13496,2.99175,0.84536,0.08291,0.15688,0.12427,4.37445,0.8869,0.3938,0.24119,0.35348,0.05025,1.70861,3.46847,0.53264,0.39743
1.22992,0.09667,1.88364,0.79967,0.27165,0.08045,0.06908,0.20769,0.22483,0.69701,0.68592,0.53435,5.54664,0.1014,1.5745,0.0429,0.11144,2.56511,0.17764,0.06665,0.17564,0.07913,4.3195,0.64525,0.15062,0.16317,0.20736,0.02094,0.90513,2.92631,0.18577,0.24159
1.60466,0.1744,2.21396,1.14176,0.36657,0.09134,0.10661,0.28473,0.24687,0.6459,0.74174,0.64087,5.73205,0.12452,1.71701,0.04176,0.09294,2.4024,0.23921,0.04454,0.16219,0.11005,4.57205,0.63066,0.12581,0.19918,0.10344,0.00429,1.02412,2.7227,0.1607,0.19247
1.81458,0.27704,2.33604,1.63499,0.36197,0.12247,0.10017,0.30123,0.27971,0.88901,0.6919,0.76007,5.84746,0.13908,1.81179,0.02496,0.10149,2.29052,0.22341,0.0451,0.20301,0.09436,4.90775,0.66698,0.12902,0.20914,0.13288,0,1.09961,2.49354,0.17198,0.19536
1.75589,0.24603,2.40932,1.77533,0.34681,0.14254,0.11355,0.27926,0.36439,1.52611,0.65209,0.71655,5.76781,0.15575,1.62925,0.04219,0.0543,1.84651,0.16862,0.02475,0.21755,0.05878,4.5188,0.53718,0.10793,0.18142,0.1142,0.00356,0.93128,2.28952,0.14753,0.13691
1.41484,0.24259,2.19035,1.64539,0.3552,0.11617,0.10483,0.37845,0.40916,2.15735,0.69626,0.55495,5.59773,0.08856,1.40201,0.0123,0.09364,1.76121,0.21994,0.05136,0.21459,0.08734,4.2721,0.74093,0.1606,0.20773,0.22956,0.00453,0.92148,1.86762,0.16537,0.13237
1.21739,0.23287,2.34825,1.74405,0.23708,0.08196,0.08451,0.34955,0.21912,2.82532,0.66911,0.4619,5.42342,0.10068,1.19304,0.01556,0.06965,1.32948,0.21328,0.01729,0.22289,0.05781,3.32323,0.59681,0.07886,0.20282,0.17059,0.02026,0.81454,1.34951,0.14926,0.13741
1.15831,0.13522,0.10733,0.101,0.74544,0.09962,0.30654,0.18457,0.24779,0.08845,0.39182,0.78851,5.84463,0.12341,1.87886,0.02788,0.05701,2.90039,0.28539,4.71385,0.22554,0.30733,2.33523,3.05362,0.14168,0.16955,0.15181,0.00344,0.5731,0.10029,0.09546,0.07927
0.9993,0.1826,0.1393,0.12905,0.80117,0.13034,0.69297,0.194,0.18833,0.08165,0.48782,0.75013,5.83186,0.09611,1.80377,0.03917,0.06366,3.06545,0.2588,4.36944,0.27863,2.18898,2.46535,1.36564,0.10973,0.15512,0.13746,0.01161,0.66173,0.12894,0.10521,0.07738
1.14583,0.12765,0.08819,0.13386,0.59581,0.08721,0.44736,0.14313,0.18136,0.08477,0.40325,0.65884,5.778,0.11733,1.79088,0.03012,0.04966,2.51749,0.2632,3.75269,0.20637,2.39304,2.19042,0.88757,0.10556,0.1598,0.14117,0.01014,0.65413,0.10505,0.08628,0.07317
1.49057,0.07038,0.04209,0.05381,0.53223,0.03008,0.14105,0.07213,0.10516,0.03122,0.45106,0.69654,5.73895,0.03854,1.96199,0.01428,0.03673,2.15195,0.15671,3.50248,0.05432,0.85813,1.99259,0.56527,0.05006,0.08704,0.07712,0.00475,0.56153,0.06503,0.03877,0.01082
1.28997,0.03558,0.03635,0.01633,0.31142,0.02961,0.08277,0.0597,0.08499,0.01372,0.38197,0.53918,5.48215,0.06308,1.7225,0.00255,0.03083,1.52175,0.13167,3.33095,0.10169,0.23563,2.2272,0.51381,0.05664,0.04534,0.09633,0,0.38153,0.05094,0.04601,0.05449
1.26576,0.05413,0.03621,0.01533,0.40704,0.05321,0.16446,0.08873,0.08745,0.02831,0.33519,0.54653,5.43735,0.09123,1.64623,0.02137,0.0334,1.34905,0.16966,2.24272,0.1049,0.30183,2.12498,0.42651,0.04473,0.10364,0.10639,0,0.46818,0.06294,0.02496,0.04377
0.33315,0.00853,0.32901,0.05428,0.20429,0.12538,0.15406,0.22655,0.09467,0.20907,0.41381,0.35963,4.3018,0.29113,0.89801,0.05537,0.13477,1.95682,0.2564,1.49574,0.2549,0.22838,2.28578,2.15618,0.19877,0.44023,0.09519,0.08704,0.43799,0.18028,0.12298,0.18842
0.06833,0.09216,0.04025,0.03938,0.53369,0.01539,0.04396,0.08883,0.13749,0.01342,0.32553,0.2906,3.57818,3.1508,1.68541,0.0228,0.12942,1.84711,0.36807,0.13629,0.30933,0.08053,2.67427,1.74067,0.44357,0.16796,0.15163,0.08237,0.56364,0.15579,0.11206,0.21726
0.35119,0.00404,0.02269,0.10779,0.11844,0,0.10708,0.00361,0.09591,0.12691,0.02839,0.01166,3.58394,3.65795,0.85647,0.01062,0.05853,1.56638,0.34915,0.00509,0,0.10254,2.50996,0.55158,0.40861,0.26379,0.05262,0.01352,0.47409,0.18452,0.06923,0.00269
0.49653,0.00711,0.06497,0,0,0.90676,0,0.08025,0.30595,0,1.21531,0.11343,4.10456,3.62915,0.83271,0,0,0.55568,0.45143,0,0,0,1.62552,0.12127,0.07691,0.13094,0,0.05793,0.24562,0,0,0
0.5292,0.1024,0.84602,0,0.03088,0.38469,0,0.08077,0.39993,0.03026,0.59494,0.34013,4.18576,3.64183,1.56914,0,0.02152,1.28416,0.10848,0.00041,0.30453,0.07959,2.34015,1.01276,0.17847,0.59805,0.19896,0,0.4992,0.82815,0.05872,0
0.31683,0,0.01674,0.00435,0.07279,0.34938,0.03606,0.16491,0.2117,0,0.31593,0.09968,3.85349,3.05039,1.22457,0.01222,0.05001,1.00616,0.16865,0.31496,0.16037,0.17262,2.32382,0.53293,0.33784,0.36427,0.11632,0.07321,1.02095,0.83408,0.09924,0.09778
0.35982,0.122,0,0,0.2089,0.04109,0.03929,0.15873,0.0964,0,0.93152,0.47592,4.13476,1.97849,1.66368,0,0.0569,1.27104,1.03943,0,0.47118,0,2.88695,0.74452,0,0.78767,0,0,0.7679,2.37506,0.52487,0
0.36176,0.08713,0.04156,0.06976,0.13516,0.9964,0.09585,0.50012,0.21468,0.0346,0.78533,0.70609,5.06205,0.29546,2.4056,0.01623,0.07079,2.36285,0.13477,0.29228,0.23055,0.06984,3.08648,0.52255,0.16949,2.49034,0.15144,0.10453,0.56416,0.3557,0.09845,0.04843
1.10718,0,0,0.44993,0,0,0,2.64491,0.13834,0,0.052,0.07644,3.92627,0,2.99002,0,0,3.11176,0,0.10538,0.84305,0.30318,4.12541,0.54627,0.16183,1.95492,0.06136,0,0.1263,0.15066,0.06765,0.00871
0.7146,0.07995,0.06899,0.09965,0.13866,0.52377,0.08927,0.17659,0.2954,0.05509,1.17413,0.50658,4.99428,2.9498,1.87146,0.03383,0.07719,3.20666,0.12986,0.11856,0.15281,0.08597,3.98043,0.8098,0.34433,0.85504,0.14807,0.03906,1.03298,2.83011,0.11235,0.16257
0.16071,0.05476,0.3647,0,0.45265,0.03572,0,0.03902,0.08891,0,0.07668,0.73334,5.0145,1.04596,1.67895,0.16788,0.25498,2.87959,1.66894,0.0653,0.05295,0.9582,4.30635,0.64713,0.27051,0.30013,0.03068,0,1.46733,2.57774,0.66706,0
0.69621,0.08563,1.47127,0.28558,0.0974,0.01126,0.05536,0.17742,0.10528,0.53167,0.72115,0.42261,5.02921,0.26423,1.37655,0.07715,0.08627,2.49007,0.34995,0.0371,0.15389,0.05161,3.66306,0.68607,0.29954,0.33328,0.16731,0.05418,0.93727,2.45288,0.23997,0.16738
0.98984,0.12137,1.74948,0.6844,0.26528,0.14509,0.0887,0.21581,0.22438,0.65044,0.65998,0.50454,5.33784,0.14623,1.49119,0.06524,0.08847,2.37253,0.24971,0.05281,0.25752,0.13309,4.03088,0.74875,0.15987,0.29336,0.25209,0.0196,1.08498,2.34766,0.21569,0.2161
1.1315,0.23262,1.97417,1.03094,0.38783,0.12644,0.10831,0.32064,0.27042,0.87445,0.64411,0.57354,5.57041,0.13728,1.49132,0.07049,0.12939,2.42129,0.28827,0.08449,0.33618,0.1638,4.54898,0.81353,0.18337,0.24555,0.24729,0.03032,1.49724,2.3212,0.23236,0.28223
1.34003,0.21504,2.28299,1.33417,0.37247,0.13868,0.1294,0.28936,0.32747,0.9223,0.67964,0.72271,5.70557,0.1294,1.60281,0.04366,0.1089,2.21695,0.28632,0.04367,0.25899,0.13172,4.78563,0.72912,0.12947,0.17424,0.1681,0.02504,1.21866,2.03628,0.16402,0.17991
1.56688,0.25688,2.39419,1.60005,0.33572,0.10546,0.07322,0.30895,0.36307,1.17804,0.62473,0.62057,5.77785,0.11868,1.63565,0.02575,0.06352,1.96068,0.22134,0.03834,0.21881,0.08837,4.53207,0.50019,0.10868,0.14614,0.16103,0.02504,0.921,1.84313,0.13852,0.14036
1.68322,0.13773,2.35446,1.76006,0.29476,0.13475,0.10471,0.26818,0.42422,1.48256,0.63746,0.52956,5.61426,0.06459,1.41083,0.01377,0.07986,1.50202,0.19192,0.01758,0.15878,0.09658,3.92503,0.4882,0.09322,0.14846,0.10156,0.00359,0.86752,1.74769,0.15668,0.11281
1.51669,0.16128,2.41129,1.76845,0.21667,0.08412,0.0717,0.21169,0.20866,1.93459,0.77491,0.51167,5.37874,0.11908,1.23119,0.00876,0.09188,1.1024,0.17254,0.01536,0.14288,0.0312,2.90931,0.4847,0.06551,0.13199,0.12603,0.00489,0.5921,1.24432,0.08582,0.12304
1.12772,0.17316,0.13497,0.13806,0.72092,0.11023,0.20837,0.19575,0.23749,0.09871,0.47377,0.82152,5.83556,0.14388,1.97351,0.0384,0.06876,2.83648,0.27038,4.95891,0.2235,0.2461,2.87532,1.45787,0.09946,0.15259,0.14869,0.03484,0.61347,0.12294,0.09987,0.10797
1.1856,0.11365,0.0854,0.091,0.58111,0.07554,0.35494,0.12717,0.16979,0.08749,0.48736,0.71391,5.7178,0.11749,1.87641,0.0244,0.06205,2.58434,0.21667,4.4493,0.20419,0.59573,2.56852,1.10243,0.08509,0.13232,0.11316,0.0242,0.5795,0.09329,0.0897,0.09485
0.94876,0.11643,0.10365,0.10593,0.52208,0.07708,0.52993,0.1477,0.21445,0.08726,0.40695,0.67876,5.66808,0.0975,1.60689,0.02156,0.03481,2.21563,0.23211,4.17885,0.2107,1.37021,2.47075,0.82435,0.07836,0.15824,0.14108,0.02116,0.65131,0.12411,0.08062,0.1033
0.88395,0.13651,0.07015,0.09076,0.32269,0.07466,0.60745,0.12704,0.20009,0.07447,0.33039,0.54302,5.57218,0.08781,1.43855,0.03336,0.05179,1.77939,0.23609,3.3949,0.19249,1.86903,2.25771,0.47862,0.07567,0.21004,0.12287,0.00341,0.64657,0.13081,0.07971,0.07992
0.79703,0.10439,0.05178,0.05634,0.28855,0.04013,0.43681,0.13551,0.12167,0.03975,0.4246,0.53692,5.45683,0.05584,1.31694,0.01534,0.04847,1.52629,0.16715,3.35523,0.12377,0.44807,2.35727,0.3299,0.06426,0.1745,0.09051,0.02374,0.54071,0.07718,0.04922,0.07468
1.02677,0.08088,0.07098,0.04997,0.3755,0.06784,0.63854,0.09043,0.09028,0.05413,0.41216,0.63907,5.62342,0.11038,1.56507,0.00938,0.04891,1.47185,0.1656,2.42759,0.13858,0.31328,2.69758,0.36814,0.05196,0.39484,0.09303,0.00026,0.50983,0.04954,0.05751,0.02107
0.30872,0.05787,0.08302,0.06741,0.10046,0.05959,0.11531,0.07471,0.05606,0.03686,0.28464,0.25891,4.07626,0.07533,0.71292,0.04272,0.02867,1.68791,0.23485,1.96051,0.24129,0.18437,2.26054,0.65869,0.07462,0.86494,0.16356,0.04529,0.63439,0.09021,0.0955,0.18794
0.45831,0.08067,0.07339,0.03298,0.21497,0.42255,0.29955,0.05816,0.08928,0.06355,0.24111,0.28823,4.67262,0.11281,0.9076,0.03603,0.13239,1.91365,0.24582,0.91923,0.33889,0.09028,2.61592,1.02799,0.04827,2.77554,0.28512,0.13171,0.48038,0.08639,0.12505,0.18712
0.23055,0.02425,0.04031,0.05289,0.11997,0.64553,0.07813,0.09989,0.12239,0.01473,0.30284,0.33279,4.56003,0.12228,0.79915,0.04538,0.05943,1.82475,0.212,0.2149,0.27726,0.06669,2.44293,0.5283,0.23455,3.01119,0.28453,0.13329,0.56839,0.09829,0.08744,0.17502
0.45925,0.08443,0.07353,0.03799,0.07879,1.09675,0.08897,0.06623,0.13841,0.04014,0.62831,0.4406,5.26517,0.13682,1.61785,0.01049,0.06007,1.54322,0.09261,0.31797,0.16889,0.07093,2.20017,0.48091,0.09528,2.87573,0.17051,0.1022,0.39205,0.06148,0.04803,0.07734
0.48013,0.06662,0.09144,0.06115,0.12072,1.40857,0.08619,0.0739,0.18477,0.02285,0.86614,0.80472,5.4867,0.08461,2.13832,0.00474,0.04425,1.26101,0.12185,0.32258,0.13038,0.04619,2.50554,0.47339,0.07232,2.84176,0.11703,0.07688,0.36336,0.0871,0.04613,0.03673
0.47269,0.06268,0.08446,0.04919,0.10248,1.5088,0.10592,0.08854,0.21226,0.02619,1.13565,0.8747,5.5485,0.06511,2.58617,0.00451,0.02338,1.75878,0.09328,0.31184,0.10791,0.02464,2.62243,0.29486,0.08357,2.85646,0.08585,0.07521,0.41496,0.08445,0.05884,0.07106
0.33229,0.0282,0.04954,0.0349,0.12132,1.48763,0.13183,0.12407,0.13229,0.04529,1.04156,0.94695,5.60126,0.07825,2.874,0.0138,0.02919,2.24957,0.10048,0.26589,0.17082,0.04484,3.05919,0.27896,0.1165,2.89706,0.1297,0.07089,0.38955,0.06178,0.04756,0.02627
0.59091,0.15923,0.02985,0.21659,0.22424,0.87281,0.08509,0.23736,0.40626,0.06629,1.03388,0.75658,5.42578,0.11558,2.15198,0,0.03928,2.73537,0.08936,0.39329,0.24945,0.09382,3.19615,0.64473,0.26053,3.00277,0.36628,0.0689,0.40721,0.11733,0.08877,0.0575
0.36353,0.12584,0.03406,0.07704,0.11438,0.75975,0.07503,0.29417,0.25015,0.03203,0.41223,0.49683,5.23845,0.10792,2.03318,0.03395,0.06502,2.71062,0.0614,0.43335,0.22147,0.08464,3.49251,0.56442,0.07915,3.12022,0.09824,0.1198,0.72457,0.11215,0.13063,0.03903
0.26813,0.04776,0.05555,0.02988,0.10959,0.81586,0.1653,0.14293,0.14249,0.0269,0.5914,0.59788,5.68276,0.12132,1.88013,0.03137,0.05728,2.6834,0.09397,0.24947,0.14331,0.02725,4.15602,0.35979,0.12183,2.976,0.09071,0.10718,0.37223,0.11476,0.08181,0.06501
0.34092,0.03269,0.08206,0.10154,0.19196,0.84414,0.26196,0.10723,0.09965,0.09733,0.53505,0.80457,5.8315,0.08523,1.48331,0.01802,0.04423,2.37727,0.11728,0.11348,0.09193,0.0635,4.60776,0.37863,0.0894,2.61654,0.15605,0.06409,0.53488,0.13603,0.04353,0.10397
0.62021,0.31642,0.06913,0.30113,0.47907,1.08163,0.55636,0.58168,0.2245,0.03547,1.11617,1.15957,5.95629,0.00364,1.42138,0.08619,0.94938,2.35464,0.86608,0,0.00874,0,4.67431,0,0.15379,1.84634,0.01944,0,0.46526,0.91359,0.40079,0
0.74797,0.31186,1.30652,0.72821,0.18797,0.01867,0,0.27335,0.28687,0.39555,0.94658,0.834,5.25696,0.13727,1.05629,0.04106,0.14841,3.08914,0.08756,0,0.27418,0.50495,3.99591,0.89921,0.36175,0.69387,0.19104,0.04127,1.09643,0.87567,0.2385,0.27989
0.84882,0.25992,1.83831,0.8594,0.32947,0.21017,0.10847,0.27646,0.34456,0.7867,0.52194,0.81968,5.48379,0.11875,1.69279,0.10138,0.15187,2.58026,0.27034,0.10942,0.37311,0.08944,4.52787,1.00225,0.18369,0.6922,0.27548,0.08875,1.52139,1.5843,0.20935,0.23129
1.15686,0.2068,1.89763,1.05099,0.42938,0.15268,0.11867,0.34245,0.44687,1.00078,0.6494,0.77401,5.61207,0.15063,1.43948,0.07567,0.13353,2.33863,0.28926,0.10516,0.4044,0.15253,4.63527,0.79403,0.20005,0.44532,0.27127,0.00101,1.23448,1.5707,0.28716,0.26035
1.1389,0.20714,2.07549,1.34481,0.36768,0.12446,0.08014,0.29292,0.29385,1.05719,0.6442,0.68672,5.64537,0.08501,1.4949,0.05593,0.066,2.03398,0.28315,0.03302,0.23796,0.12318,4.4367,0.63732,0.1086,0.31921,0.21964,0.04811,1.02502,1.42762,0.16684,0.17428
1.37661,0.21168,2.17956,1.52867,0.26518,0.11086,0.09957,0.24833,0.27202,0.9897,0.81272,0.73826,5.61141,0.10095,1.36987,0.02732,0.06412,1.77662,0.16071,0.01851,0.20645,0.06891,4.14664,0.56722,0.11124,0.14257,0.12294,0.00908,0.82721,1.23057,0.13462,0.10563
1.32952,0.1408,2.19734,1.53942,0.21615,0.07356,0.04622,0.20065,0.17028,0.87411,0.65936,0.45613,5.29552,0.11189,1.35265,0.00883,0.05089,1.15328,0.13548,0.00999,0.11618,0.04041,3.04568,0.46258,0.08003,0.16019,0.13897,0.00384,0.54817,1.04544,0.10666,0.14036
1.07571,0.19217,0.11945,0.12583,0.64412,0.13508,0.35639,0.19983,0.26581,0.09044,0.52202,0.80379,5.80783,0.13886,1.91748,0.03355,0.05715,2.6986,0.22139,4.64785,0.23714,0.24043,3.814,0.49781,0.08332,0.17937,0.14871,0.04926,0.66473,0.13111,0.10335,0.09289
0.93,0.1679,0.11146,0.07042,0.52211,0.09974,0.48421,0.15221,0.21794,0.08805,0.4376,0.69502,5.67636,0.11308,1.67561,0.03837,0.05425,2.13575,0.23175,4.24646,0.20057,0.28735,3.06058,0.49778,0.08099,0.24913,0.13107,0.02013,0.68652,0.12018,0.09662,0.10143
0.98141,0.23135,0.12848,0.13165,0.56119,0.1111,1.19418,0.1677,0.20079,0.1084,0.466,0.79363,5.8718,0.07749,1.81779,0.04535,0.07517,2.23465,0.23657,3.80249,0.25541,0.56044,3.01325,0.70268,0.07731,0.54524,0.2084,0.01512,0.81812,0.15819,0.10881,0.1784
0.92895,0.14942,0.04993,0.08589,0.34914,0.06747,1.49497,0.13695,0.16366,0.12127,0.47277,0.79499,5.7423,0.16243,1.63502,0.05279,0.10226,2.20401,0.17436,2.88604,0.27407,1.40239,2.87256,0.65696,0.06426,0.83607,0.09851,0.03268,0.88221,0.15153,0.06489,0.06279
1.60942,0.13225,0.07314,0,0.48179,0.00381,1.89867,0.04087,0.15853,0.0291,0.63583,0.50016,5.8221,0.02438,1.69992,0.15855,0,2.54957,0.34356,1.9782,0.03104,0.03785,3.63112,0.47285,0.2975,1.12341,0.06135,0.07633,0.52134,0.10437,0.13177,0.01216
0.92741,0.11818,0.07718,0.10469,0.24991,0.09887,1.84416,0.10858,0.10157,0.13634,0.57715,0.84566,5.69203,0.00516,1.66833,0,0.04979,1.38751,0.11625,1.98562,0.17814,0.01472,2.96605,0.09781,0.00083,1.85302,0.05906,0.00259,0.32426,0.06583,0,0.06008
0.76824,0.12241,0.08465,0.09114,0.23155,0.06919,1.3848,0.12267,0.42593,0.04427,0.33354,0.57797,5.31704,0.13759,1.54888,0.09554,0.03185,1.58119,0.13437,1.36444,0.23419,0.05119,2.74309,0.35564,0.16003,2.69386,0.29639,0.11399,0.44139,0.07828,0.09625,0.0647
0.36028,0.11519,0.01326,0.07379,0.10325,0.13506,1.03516,0.14014,0.07117,0.02806,0.20723,0.35627,4.51825,0.01822,0.76134,0.05999,0.06846,1.88506,0.17624,0.84493,0.34011,0.07945,2.48733,0.53276,0.35199,3.15928,0.20964,0.17504,0.49901,0.1262,0.05863,0.09353
0.34071,0.10674,0.04055,0.05475,0.12505,0.5915,0.05818,0.10358,0.08225,0.04037,0.24487,0.41066,4.94825,0.03864,0.90651,0.05985,0.08494,1.48008,0.18181,0.68629,0.19586,0.07527,2.4751,0.35323,0.13516,3.45153,0.16295,0.1321,0.51341,0.09476,0.0726,0.06936
0.44617,0.07312,0.06013,0.05898,0.0871,1.1554,0.11979,0.13563,0.15244,0.05407,0.61289,0.49856,5.37388,0.037,1.53332,0.00396,0.02523,1.34966,0.0953,0.44402,0.14362,0.01,2.23764,0.45346,0.08951,3.47581,0.12652,0.09172,0.37419,0.06099,0.04515,0.06924
0.5559,0.06557,0.07396,0.0129,0.10143,1.48704,0.12074,0.07956,0.14494,0.06498,0.94203,0.67171,5.46351,0.05135,2.06613,0.02418,0.05156,1.46116,0.09268,0.54912,0.10633,0.02216,2.18412,0.35624,0.07977,3.67683,0.09191,0.08522,0.30452,0.05952,0.0507,0.0245
